Flight Information:
Launch Date:            	          	                       	Wednesday, 27 October 2021	   	                   	Launch Time: 	         	        	11:32:04     	          	          	End of Ascent:	       	         	01:42:40
Station name:           	          	                       	IIT MADRAS                	   	                   	Serialnumber:	         	        	18000120
Ground Values:
Pressure:               	          	                       	1004.5 hPa                	   	                   	Temperature: 	         	        	29.0 °C      	          	          	Humidity:     	       	         	72 %
Wind direction:         	          	                       	310 °                     	   	                   	Wind speed:  	         	        	6 kn         	          	          	Cloud group:  	       	         	9////
Position:
Longitude:              	          	                       	74.641 °                  	   	                   	Latitude:    	         	        	9.702 °      	          	          	Altitude:     	       	         	34 m
Staff:
Company:                	          	                       	
Operator:               	          	                       	                          	   	                   	
Events:
Highest Point:          	          	                       	19.6 hPa                  	   	                   	25867 m
Tropopauses:            	          	                       	1.: 112.2 hPa             	   	                   	             	         	        	
Max Winds:              	          	                       	1.: 22.6 hPa              	   	                   	             	         	        	
Remarks:

Profile Data:
Time                    	UTC Time  	P                      	T                         	Hu 	Ws                 	Wd           	Long.    	Lat.    	Geopot       	MRI       	RI        	Dewp.         	Rs     	Elevation	Azimuth 	Range	D
[sec]                   	[HH:mm:ss]	[hPa]                  	[°C]                      	[%]	[kn]               	[°]          	[°]      	[°]     	[m]          	          	          	[°C]          	[m/min]	[°]      	[°]     	[m]  	[kg/m3]
1568                    	11:58:12  	496.5                  	-5.6                      	74 	17.2               	072          	74.552660	9.712996	5914         	1079.571  	147.855   	-9.6          	208.7  	31.0     	277     	11452	0.646669
1570                    	11:58:14  	496.0                  	-5.7                      	73 	17.5               	072          	74.552492	9.712941	5921         	1080.600  	147.738   	-9.7          	219.1  	31.0     	277     	11470	0.646178
1572                    	11:58:16  	495.5                  	-5.7                      	73 	17.7               	072          	74.552325	9.712886	5929         	1081.650  	147.610   	-9.7          	223.9  	30.9     	277     	11489	0.645660
1574                    	11:58:18  	495.1                  	-5.8                      	73 	17.8               	072          	74.552157	9.712831	5936         	1082.696  	147.479   	-9.8          	223.9  	30.9     	277     	11508	0.645118
1576                    	11:58:20  	494.6                  	-5.8                      	73 	17.9               	072          	74.551990	9.712776	5944         	1083.712  	147.349   	-9.9          	221.3  	30.9     	277     	11527	0.644564
1578                    	11:58:22  	494.1                  	-5.8                      	73 	18.1               	072          	74.551822	9.712721	5951         	1084.739  	147.214   	-9.9          	220.3  	30.9     	277     	11546	0.644002
1580                    	11:58:24  	493.7                  	-5.9                      	72 	18.3               	072          	74.551655	9.712666	5958         	1085.771  	147.099   	-10.0         	220.3  	30.9     	277     	11564	0.643560
1582                    	11:58:26  	493.3                  	-5.9                      	72 	18.6               	072          	74.551487	9.712611	5965         	1086.803  	146.986   	-10.1         	217.2  	30.9     	277     	11583	0.643133
1584                    	11:58:28  	492.8                  	-6.0                      	71 	18.8               	071          	74.551320	9.712556	5973         	1087.819  	146.871   	-10.2         	217.1  	30.9     	277     	11602	0.642691
1586                    	11:58:30  	492.4                  	-6.0                      	71 	19.1               	072          	74.551152	9.712501	5980         	1088.815  	146.737   	-10.3         	216.3  	30.8     	277     	11621	0.642152
1588                    	11:58:32  	491.9                  	-6.0                      	71 	19.2               	072          	74.550985	9.712446	5987         	1089.795  	146.602   	-10.4         	213.2  	30.8     	277     	11639	0.641602
1590                    	11:58:34  	491.4                  	-6.1                      	71 	19.3               	072          	74.550817	9.712391	5994         	1090.783  	146.475   	-10.5         	213.2  	30.8     	277     	11658	0.641079
1592                    	11:58:36  	491.0                  	-6.1                      	71 	19.4               	071          	74.550644	9.712332	6001         	1091.770  	146.363   	-10.5         	209.6  	30.8     	277     	11677	0.640603
1594                    	11:58:38  	490.5                  	-6.1                      	71 	19.6               	072          	74.550463	9.712267	6008         	1092.744  	146.254   	-10.6         	205.7  	30.8     	277     	11697	0.640116
1596                    	11:58:40  	490.1                  	-6.2                      	71 	19.7               	072          	74.550282	9.712201	6015         	1093.705  	146.148   	-10.6         	205.7  	30.8     	277     	11717	0.639623
1598                    	11:58:42  	489.6                  	-6.2                      	71 	19.8               	072          	74.550101	9.712136	6022         	1094.743  	146.039   	-10.6         	217.0  	30.7     	277     	11737	0.639120
1600                    	11:58:44  	489.2                  	-6.2                      	71 	19.9               	072          	74.549920	9.712071	6029         	1095.791  	145.925   	-10.7         	221.9  	30.7     	277     	11757	0.638608
1602                    	11:58:46  	488.7                  	-6.3                      	70 	19.9               	072          	74.549739	9.712006	6036         	1096.828  	145.801   	-10.7         	221.9  	30.7     	277     	11777	0.638085
1604                    	11:58:48  	488.3                  	-6.3                      	70 	20.0               	072          	74.549557	9.711940	6044         	1097.859  	145.670   	-10.8         	222.5  	30.7     	277     	11797	0.637561
1606                    	11:58:50  	487.8                  	-6.3                      	70 	20.0               	071          	74.549376	9.711875	6051         	1098.886  	145.535   	-10.9         	223.0  	30.7     	276     	11817	0.637030
1608                    	11:58:52  	487.4                  	-6.4                      	69 	20.2               	071          	74.549195	9.711810	6059         	1099.919  	145.406   	-11.0         	223.0  	30.7     	276     	11837	0.636540
1610                    	11:58:54  	487.0                  	-6.4                      	69 	20.3               	071          	74.549014	9.711744	6066         	1100.968  	145.277   	-11.1         	225.1  	30.7     	276     	11857	0.636050
1612                    	11:58:56  	486.5                  	-6.4                      	69 	20.5               	071          	74.548833	9.711679	6074         	1102.015  	145.147   	-11.2         	225.2  	30.6     	276     	11877	0.635537
1614                    	11:58:58  	486.0                  	-6.4                      	69 	20.6               	070          	74.548652	9.711614	6081         	1103.054  	144.993   	-11.2         	227.9  	30.6     	276     	11897	0.634904
1616                    	11:59:00  	485.4                  	-6.5                      	68 	20.7               	070          	74.548470	9.711548	6089         	1104.160  	144.843   	-11.3         	237.9  	30.6     	276     	11918	0.634268
1618                    	11:59:02  	484.9                  	-6.5                      	68 	20.8               	070          	74.548289	9.711483	6097         	1105.266  	144.709   	-11.3         	237.9  	30.6     	276     	11938	0.633681
1620                    	11:59:04  	484.5                  	-6.5                      	68 	20.8               	070          	74.548108	9.711418	6105         	1106.373  	144.591   	-11.4         	233.1  	30.6     	276     	11959	0.633160
1622                    	11:59:06  	484.0                  	-6.6                      	68 	20.9               	069          	74.547927	9.711352	6112         	1107.454  	144.479   	-11.4         	227.7  	30.6     	276     	11979	0.632641
1624                    	11:59:08  	483.6                  	-6.6                      	69 	21.0               	069          	74.547744	9.711293	6120         	1108.554  	144.386   	-11.4         	227.7  	30.5     	276     	11999	0.632150
1626                    	11:59:10  	483.2                  	-6.6                      	69 	21.0               	069          	74.547562	9.711234	6127         	1109.602  	144.303   	-11.3         	218.1  	30.5     	276     	12019	0.631673
1628                    	11:59:12  	482.7                  	-6.7                      	70 	20.9               	069          	74.547379	9.711174	6134         	1110.657  	144.228   	-11.3         	213.9  	30.5     	276     	12040	0.631205
1630                    	11:59:14  	482.3                  	-6.7                      	70 	20.9               	069          	74.547197	9.711115	6141         	1111.695  	144.151   	-11.2         	213.9  	30.5     	276     	12060	0.630713
1632                    	11:59:16  	481.8                  	-6.8                      	71 	20.8               	070          	74.547014	9.711056	6148         	1112.750  	144.075   	-11.1         	216.4  	30.5     	276     	12080	0.630211
1634                    	11:59:18  	481.4                  	-6.8                      	71 	20.8               	070          	74.546831	9.710996	6156         	1113.803  	143.998   	-11.1         	217.4  	30.5     	276     	12100	0.629699
1636                    	11:59:20  	480.9                  	-6.8                      	72 	20.8               	070          	74.546649	9.710937	6163         	1114.885  	143.934   	-11.0         	217.4  	30.4     	276     	12121	0.629229
1638                    	11:59:22  	480.5                  	-6.9                      	73 	20.8               	071          	74.546466	9.710878	6170         	1115.967  	143.870   	-10.9         	218.0  	30.4     	276     	12141	0.628751
1640                    	11:59:24  	480.1                  	-6.9                      	74 	20.7               	071          	74.546284	9.710819	6177         	1117.023  	143.796   	-10.8         	218.1  	30.4     	276     	12161	0.628253
1642                    	11:59:26  	479.6                  	-6.9                      	74 	20.8               	071          	74.546101	9.710759	6185         	1118.092  	143.703   	-10.7         	220.2  	30.4     	276     	12182	0.627683
1644                    	11:59:28  	479.1                  	-7.0                      	75 	20.8               	072          	74.545918	9.710700	6192         	1119.191  	143.608   	-10.7         	228.5  	30.4     	276     	12202	0.627114
